 
 ##_NUMERICAL_ANALYSIS_OUTPUT_##
 
 <_SYSTEM_INFORMATION_>
 DAMPING_RATIO: 0.4999839355E-01
 NATURAL_FREQUENCY_AND_PERIOD: 0.6275363571E+01   0.1001246448E+01
 
 <_LOAD_INFORMATION_>
 APPLIED_LOAD: 0.0000E+00*SIN[0.2094E+02*t]
 
 <_ANALYSIS_METHOD_INFORMATION_>
 STATE_FORM_METHOD
 
 <_ANALYSIS_RESULT_>
   TIME         DISPLACEMENT       VELOCITY           ACCELERATION
   0.3260E+01   0.4561317877E-02   -.2257606254E+01   0.1238382839E+01
   0.3270E+01   -.1793814691E-01   -.2240823761E+01   0.2116092009E+01
   0.3280E+01   -.4022611772E-01   -.2215330497E+01   0.2979978638E+01
   0.3290E+01   -.6221623349E-01   -.2181281314E+01   0.3826730583E+01
   0.3300E+01   -.8382384590E-01   -.2138863759E+01   0.4653123859E+01
   0.3310E+01   -.1049663417E+00   -.2088297124E+01   0.5456034768E+01
   0.3320E+01   -.1255634548E+00   -.2029831391E+01   0.6232451562E+01
   0.3330E+01   -.1455375676E+00   -.1963746050E+01   0.6979485591E+01
   0.3340E+01   -.1648139998E+00   -.1890348821E+01   0.7694381894E+01
   0.3350E+01   -.1833212835E+00   -.1809974259E+01   0.8374529202E+01
   0.3360E+01   -.2009914243E+00   -.1722982278E+01   0.9017469314E+01
   0.3370E+01   -.2177601475E+00   -.1629756571E+01   0.9620905804E+01
   0.3380E+01   -.2335671271E+00   -.1530702950E+01   0.1018271205E+02
   0.3390E+01   -.2483561987E+00   -.1426247616E+01   0.1070093852E+02
   0.3400E+01   -.2620755544E+00   -.1316835352E+01   0.1117381935E+02
   0.3410E+01   -.2746779193E+00   -.1202927657E+01   0.1159977816E+02
   0.3420E+01   -.2861207090E+00   -.1085000825E+01   0.1197743300E+02
   0.3430E+01   -.2963661679E+00   -.9635439772E+00   0.1230560064E+02
   0.3440E+01   -.3053814874E+00   -.8390570622E+00   0.1258329997E+02
   0.3450E+01   -.3131389040E+00   -.7120488166E+00   0.1280975454E+02
   0.3460E+01   -.3196157770E+00   -.5830347102E+00   0.1298439440E+02
   0.3470E+01   -.3247946455E+00   -.4525348758E+00   0.1310685702E+02
   0.3480E+01   -.3286632644E+00   -.3210720336E+00   0.1317698739E+02
   0.3490E+01   -.3312146204E+00   -.1891694188E+00   0.1319483738E+02
   0.3500E+01   -.3324469262E+00   -.5734871908E-01   0.1316066422E+02
   0.3510E+01   -.3323635954E+00   0.7387196725E-01   0.1307492820E+02
   0.3520E+01   -.3309731961E+00   0.2039801477E+00   0.1293828956E+02
   0.3530E+01   -.3282893849E+00   0.3324709163E+00   0.1275160469E+02
   0.3540E+01   -.3243308217E+00   0.4588488931E+00   0.1251592152E+02
   0.3550E+01   -.3191210644E+00   0.5826301127E+00   0.1223247415E+02
   0.3560E+01   -.3126884460E+00   0.7033438572E+00   0.1190267690E+02
   0.3570E+01   -.3050659330E+00   0.8205344253E+00   0.1152811756E+02
   0.3580E+01   -.2962909667E+00   0.9337628305E+00   0.1111055010E+02
   0.3590E+01   -.2864052880E+00   0.1042608424E+01   0.1065188668E+02
   0.3600E+01   -.2754547459E+00   0.1146670435E+01   0.1015418919E+02
   0.3610E+01   -.2634890919E+00   0.1245569421E+01   0.9619660149E+01
   0.3620E+01   -.2505617594E+00   0.1338948631E+01   0.9050633210E+01
   0.3630E+01   -.2367296307E+00   0.1426475263E+01   0.8449563117E+01
   0.3640E+01   -.2220527913E+00   0.1507841624E+01   0.7819015306E+01
   0.3650E+01   -.2065942739E+00   0.1582766184E+01   0.7161655118E+01
   0.3660E+01   -.1904197914E+00   0.1650994523E+01   0.6480236684E+01
   0.3670E+01   -.1735974623E+00   0.1712300155E+01   0.5777591538E+01
   0.3680E+01   -.1561975267E+00   0.1766485250E+01   0.5056616987E+01
   0.3690E+01   -.1382920576E+00   0.1813381230E+01   0.4320264304E+01
   0.3700E+01   -.1199546653E+00   0.1852849250E+01   0.3571526780E+01
   0.3710E+01   -.1012601984E+00   0.1884780558E+01   0.2813427680E+01
   0.3720E+01   -.8228444133E-01   0.1909096735E+01   0.2049008164E+01
   0.3730E+01   -.6310381074E-01   0.1925749811E+01   0.1281315213E+01
   0.3740E+01   -.4379505056E-01   0.1934722265E+01   0.5133895982E+00
   0.3750E+01   -.2443492815E-01   0.1936026906E+01   -.2517460359E+00
   0.3760E+01   -.5099932148E-02   0.1929706625E+01   -.1011098955E+01
   0.3770E+01   0.1413402677E-01   0.1915834046E+01   -.1761717918E+01
   0.3780E+01   0.3319191085E-01   0.1894511048E+01   -.2500704532E+01
   0.3790E+01   0.5199984508E-01   0.1865868186E+01   -.3225224320E+01
   0.3800E+01   0.7048540046E-01   0.1830063994E+01   -.3932517474E+01
   0.3810E+01   0.8857786997E-01   0.1787284185E+01   -.4619909245E+01
   0.3820E+01   0.1062085360E+00   0.1737740757E+01   -.5284819935E+01
   0.3830E+01   0.1233109280E+00   0.1681670986E+01   -.5924774446E+01
   0.3840E+01   0.1398210702E+00   0.1619336340E+01   -.6537411367E+01
   0.3850E+01   0.1556777177E+00   0.1551021296E+01   -.7120491551E+01
   0.3860E+01   0.1708225799E+00   0.1477032077E+01   -.7671906157E+01
   0.3870E+01   0.1852005320E+00   0.1397695311E+01   -.8189684133E+01
   0.3880E+01   0.1987598111E+00   0.1313356621E+01   -.8671999103E+01
   0.3890E+01   0.2114522000E+00   0.1224379141E+01   -.9117175654E+01
   0.3900E+01   0.2232331934E+00   0.1131141983E+01   -.9523694973E+01
   0.3910E+01   0.2340621509E+00   0.1034038642E+01   -.9890199849E+01
   0.3920E+01   0.2439024319E+00   0.9334753575E+00   -.1021549899E+02
   0.3930E+01   0.2527215149E+00   0.8298694391E+00   -.1049857070E+02
   0.3940E+01   0.2604910999E+00   0.7236475517E+00   -.1073856578E+02
   0.3950E+01   0.2671871930E+00   0.6152439799E+00   -.1093480984E+02
   0.3960E+01   0.2727901740E+00   0.5050988714E+00   -.1108680485E+02
   0.3970E+01   0.2772848459E+00   0.3936564688E+00   -.1119422998E+02
   0.3980E+01   0.2806604675E+00   0.2813633361E+00   -.1125694173E+02
   0.3990E+01   0.2829107674E+00   0.1686665872E+00   -.1127497345E+02
   0.4000E+01   0.2840339405E+00   0.5601212348E-01   -.1124853404E+02
   0.4010E+01   0.2840326278E+00   -.5615711275E-01   -.1117800606E+02
   0.4020E+01   0.2829138773E+00   -.1674028625E+00   -.1106394312E+02
   0.4030E+01   0.2806890893E+00   -.2772932450E+00   -.1090706663E+02
   0.4040E+01   0.2773739441E+00   -.3854044168E+00   -.1070826195E+02
   0.4050E+01   0.2729883135E+00   -.4913221888E+00   -.1046857382E+02
   0.4060E+01   0.2675561563E+00   -.5946435954E+00   -.1018920130E+02
   0.4070E+01   0.2611053985E+00   -.6949784099E+00   -.9871492048E+01
   0.4080E+01   0.2536677986E+00   -.7919505991E+00   -.9516936121E+01
   0.4090E+01   0.2452787987E+00   -.8851997147E+00   -.9127159202E+01
   0.4100E+01   0.2359773617E+00   -.9743822133E+00   -.8703915357E+01
   0.4110E+01   0.2258057966E+00   -.1059172702E+01   -.8249079334E+01
   0.4120E+01   0.2148095702E+00   -.1139265105E+01   -.7764638429E+01
   0.4130E+01   0.2030371094E+00   -.1214373748E+01   -.7252683962E+01
   0.4140E+01   0.1905395912E+00   -.1284234351E+01   -.6715402400E+01
   0.4150E+01   0.1773707250E+00   -.1348604939E+01   -.6155066156E+01
   0.4160E+01   0.1635865247E+00   -.1407266648E+01   -.5574024113E+01
   0.4170E+01   0.1492450744E+00   -.1460024447E+01   -.4974691905E+01
   0.4180E+01   0.1344062868E+00   -.1506707755E+01   -.4359541991E+01
   0.4190E+01   0.1191316559E+00   -.1547170955E+01   -.3731093576E+01
   0.4200E+01   0.1034840051E+00   -.1581293815E+01   -.3091902406E+01
   0.4210E+01   0.8752723202E-01   -.1608981799E+01   -.2444550481E+01
   0.4220E+01   0.7132605031E-01   -.1630166281E+01   -.1791635739E+01
   0.4230E+01   0.5494572968E-01   -.1644804650E+01   -.1135761729E+01
   0.4240E+01   0.3845183587E-01   -.1652880316E+01   -.4795273377E+00
   0.4250E+01   0.2190997079E-01   -.1654402611E+01   0.1744834105E+00
   0.4260E+01   0.5385514179E-02   -.1649406594E+01   0.8237114223E+00
   0.4270E+01   -.1105663220E-01   -.1637952745E+01   0.1465632450E+01
   0.4280E+01   -.2735229691E-01   -.1620126573E+01   0.2097766803E+01
   0.4290E+01   -.4343828674E-01   -.1596038123E+01   0.2717688824E+01
   0.4300E+01   -.5925262917E-01   -.1565821387E+01   0.3323036096E+01
   0.4310E+01   -.7473480857E-01   -.1529633627E+01   0.3911518337E+01
   0.4320E+01   -.8982599512E-01   -.1487654612E+01   0.4480925963E+01
   0.4330E+01   -.1044692658E+00   -.1440085770E+01   0.5029138270E+01
   0.4340E+01   -.1186098161E+00   -.1387149256E+01   0.5554131225E+01
   0.4350E+01   -.1321951628E+00   -.1329086955E+01   0.6053984822E+01
   0.4360E+01   -.1451753357E+00   -.1266159401E+01   0.6526889985E+01
   0.4370E+01   -.1575030584E+00   -.1198644637E+01   0.6971154990E+01
   0.4380E+01   -.1691339173E+00   -.1126837011E+01   0.7385211383E+01
   0.4390E+01   -.1800265188E+00   -.1051045918E+01   0.7767619384E+01
   0.4400E+01   -.1901426331E+00   -.9715944874E+00   0.8117072741E+01
   0.4410E+01   -.1994473246E+00   -.8888182229E+00   0.8432403033E+01
   0.4420E+01   -.2079090687E+00   -.8030636092E+00   0.8712583407E+01
   0.4430E+01   -.2154998548E+00   -.7146866780E+00   0.8956731728E+01
   0.4440E+01   -.2221952742E+00   -.6240515476E+00   0.9164113144E+01
   0.4450E+01   -.2279745936E+00   -.5315289402E+00   0.9334142053E+01
   0.4460E+01   -.2328208138E+00   -.4374946817E+00   0.9466383478E+01
   0.4470E+01   -.2367207129E+00   -.3423281911E+00   0.9560553825E+01
   0.4480E+01   -.2396648751E+00   -.2464109657E+00   0.9616521061E+01
   0.4490E+01   -.2416477034E+00   -.1501250666E+00   0.9634304276E+01
   0.4500E+01   -.2426674182E+00   -.5385161272E-01   0.9614072667E+01
   0.4510E+01   -.2427260398E+00   0.4203071334E-01   0.9556143927E+01
   0.4520E+01   -.2418293575E+00   0.1371471395E+00   0.9460982071E+01
   0.4530E+01   -.2399868822E+00   0.2311282541E+00   0.9329194688E+01
   0.4540E+01   -.2372117865E+00   0.3236114259E+00   0.9161529657E+01
   0.4550E+01   -.2335208294E+00   0.4142421882E+00   0.8958871321E+01
   0.4560E+01   -.2289342685E+00   0.5026755821E+00   0.8722236157E+01
   0.4570E+01   -.2234757575E+00   0.5885774543E+00   0.8452767947E+01
   0.4580E+01   -.2171722329E+00   0.6716257039E+00   0.8151732480E+01
   0.4590E+01   -.2100537866E+00   0.7515114743E+00   0.7820511812E+01
   0.4600E+01   -.2021535283E+00   0.8279402851E+00   0.7460598096E+01
   0.4610E+01   -.1935074361E+00   0.9006331010E+00   0.7073587025E+01
   0.4620E+01   -.1841541969E+00   0.9693273322E+00   0.6661170904E+01
   0.4630E+01   -.1741350375E+00   0.1033777765E+01   0.6225131387E+01
   0.4640E+01   -.1634935463E+00   0.1093757419E+01   0.5767331910E+01
   0.4650E+01   -.1522754871E+00   0.1149058321E+01   0.5289709844E+01
   0.4660E+01   -.1405286055E+00   0.1199492211E+01   0.4794268413E+01
   0.4670E+01   -.1283024284E+00   0.1244891155E+01   0.4283068400E+01
   0.4680E+01   -.1156480582E+00   0.1285108079E+01   0.3758219678E+01
   0.4690E+01   -.1026179618E+00   0.1320017217E+01   0.3221872602E+01
   0.4700E+01   -.8926575586E-01   0.1349514474E+01   0.2676209295E+01
   0.4710E+01   -.7564598824E-01   0.1373517698E+01   0.2123434866E+01
   0.4720E+01   -.6181391790E-01   0.1391966865E+01   0.1565768589E+01
   0.4730E+01   -.4782529292E-01   0.1404824179E+01   0.1005435082E+01
   0.4740E+01   -.3373612815E-01   0.1412074081E+01   0.4446555262E+00
   0.4750E+01   -.1960248313E-01   0.1413723169E+01   -.1143610578E+00
   0.4760E+01   -.5480241268E-02   0.1409800034E+01   -.6694264190E+00
   0.4770E+01   0.8575108882E-02   0.1400355012E+01   -.1218381558E+01
   0.4780E+01   0.2250868949E-01   0.1385459847E+01   -.1759105036E+01
   0.4790E+01   0.3626644552E-01   0.1365207275E+01   -.2289521087E+01
   0.4800E+01   0.4979535220E-01   0.1339710531E+01   -.2807607498E+01
   0.4810E+01   0.6304361726E-01   0.1309102768E+01   -.3311403230E+01
   0.4820E+01   0.7596087688E-01   0.1273536418E+01   -.3799015748E+01
   0.4830E+01   0.8849838497E-01   0.1233182463E+01   -.4268628039E+01
   0.4840E+01   0.1006091947E+00   0.1188229651E+01   -.4718505288E+01
   0.4850E+01   0.1122483322E+00   0.1138883639E+01   -.5147001187E+01
   0.4860E+01   0.1233729607E+00   0.1085366082E+01   -.5552563858E+01
   0.4870E+01   0.1339425361E+00   0.1027913658E+01   -.5933741369E+01
   0.4880E+01   0.1439189518E+00   0.9667770408E+00   -.6289186816E+01
   0.4890E+01   0.1532666736E+00   0.9022198317E+00   -.6617662968E+01
   0.4900E+01   0.1619528633E+00   0.8345174367E+00   -.6918046447E+01
   0.4910E+01   0.1699474909E+00   0.7639559111E+00   -.7189331431E+01
   0.4920E+01   0.1772234352E+00   0.6908307669E+00   -.7430632880E+01
   0.4930E+01   0.1837565725E+00   0.6154457511E+00   -.7641189259E+01
   0.4940E+01   0.1895258525E+00   0.5381115989E+00   -.7820364760E+01
   0.4950E+01   0.1945133617E+00   0.4591447677E+00   -.7967651015E+01
   0.4960E+01   0.1987043749E+00   0.3788661562E+00   -.8082668301E+01
   0.4970E+01   0.2020873922E+00   0.2975998139E+00   -.8165166226E+01
   0.4980E+01   0.2046541650E+00   0.2156716468E+00   -.8215023906E+01
   0.4990E+01   0.2063997074E+00   0.1334081233E+00   -.8232249624E+01
   0.5000E+01   0.2073222956E+00   0.5113498626E-01   -.8216979997E+01
   0.5010E+01   0.2074234546E+00   -.3082402362E-01   -.8169478627E+01
   0.5020E+01   0.2067079310E+00   -.1121484293E+00   -.8090134272E+01
   0.5030E+01   0.2051836552E+00   -.1925222578E+00   -.7979458533E+01
   0.5040E+01   0.2028616894E+00   -.2716352546E+00   -.7838083072E+01
   0.5050E+01   0.1997561649E+00   -.3491840691E+00   -.7666756371E+01
   0.5060E+01   0.1958842073E+00   -.4248734045E+00   -.7466340063E+01
   0.5070E+01   0.1912658500E+00   -.4984171290E+00   -.7237804826E+01
   0.5080E+01   0.1859239377E+00   -.5695393443E+00   -.6982225884E+01
   0.5090E+01   0.1798840183E+00   -.6379754068E+00   -.6700778125E+01
   0.5100E+01   0.1731742262E+00   -.7034728985E+00   -.6394730850E+01
   0.5110E+01   0.1658251547E+00   -.7657925433E+00   -.6065442189E+01
   0.5120E+01   0.1578697207E+00   -.8247090661E+00   -.5714353205E+01
   0.5130E+01   0.1493430205E+00   -.8800119912E+00   -.5342981699E+01
   0.5140E+01   0.1402821779E+00   -.9315063782E+00   -.4952915764E+01
   0.5150E+01   0.1307261857E+00   -.9790134911E+00   -.4545807093E+01
   0.5160E+01   0.1207157406E+00   -.1022371400E+01   -.4123364085E+01
   0.5170E+01   0.1102930723E+00   -.1061435514E+01   -.3687344764E+01
   0.5180E+01   0.9950176768E-01   -.1096079039E+01   -.3239549560E+01
   0.5190E+01   0.8838659093E-01   -.1126193367E+01   -.2781813951E+01
   0.5200E+01   0.7699330010E-01   -.1151688391E+01   -.2316001028E+01
   0.5210E+01   0.6536846080E-01   -.1172492739E+01   -.1843993992E+01
   0.5220E+01   0.5355925791E-01   -.1188553942E+01   -.1367688617E+01
   0.5230E+01   0.4161330615E-01   -.1199838520E+01   -.8889857118E+00
   0.5240E+01   0.2957845996E-01   -.1206331994E+01   -.4097836154E+00
   0.5250E+01   0.1750262384E-01   -.1208038825E+01   0.6802926101E-01
   0.5260E+01   0.5433563453E-02   -.1204982279E+01   0.5425817991E+00
   0.5270E+01   -.6581281319E-02   -.1197204216E+01   0.1012027427E+01
   0.5280E+01   -.1849498105E-01   -.1184764808E+01   0.1474551229E+01
   0.5290E+01   -.3026129816E-01   -.1167742190E+01   0.1928376891E+01
   0.5300E+01   -.4183486451E-01   -.1146232039E+01   0.2371773444E+01
   0.5310E+01   -.5317135444E-01   -.1120347088E+01   0.2803061789E+01
   0.5320E+01   -.6422765263E-01   -.1090216574E+01   0.3220620982E+01
   0.5330E+01   -.7496201613E-01   -.1055985629E+01   0.3622894247E+01
   0.5340E+01   -.8533423001E-01   -.1017814607E+01   0.4008394691E+01
   0.5350E+01   -.9530575600E-01   -.9758783592E+00   0.4375710728E+01
   0.5360E+01   -.1048398736E+00   -.9303654542E+00   0.4723511150E+01
   0.5370E+01   -.1139018131E+00   -.8814773518E+00   0.5050549869E+01
   0.5380E+01   -.1224588803E+00   -.8294275283E+00   0.5355670280E+01
   0.5390E+01   -.1304805721E+00   -.7744405618E+00   0.5637809254E+01
   0.5400E+01   -.1379386825E+00   -.7167511793E+00   0.5896000736E+01
   0.5410E+01   -.1448073996E+00   -.6566032695E+00   0.6129378936E+01
   0.5420E+01   -.1510633921E+00   -.5942488657E+00   0.6337181106E+01
   0.5430E+01   -.1566858851E+00   -.5299471039E+00   0.6518749899E+01
   0.5440E+01   -.1616567263E+00   -.4639631579E+00   0.6673535293E+01
   0.5450E+01   -.1659604410E+00   -.3965671589E+00   0.6801096079E+01
   0.5460E+01   -.1695842757E+00   -.3280331017E+00   0.6901100924E+01
   0.5470E+01   -.1725182318E+00   -.2586377420E+00   0.6973328979E+01
   0.5480E+01   -.1747550875E+00   -.1886594910E+00   0.7017670057E+01
   0.5490E+01   -.1762904086E+00   -.1183773090E+00   0.7034124376E+01
   0.5500E+01   -.1771225488E+00   -.4806960496E-01   0.7022801866E+01
   0.5510E+01   -.1772526385E+00   0.2198685542E-01   0.6983921046E+01
   0.5520E+01   -.1766845630E+00   0.9151802848E-01   0.6917807489E+01
   0.5530E+01   -.1754249303E+00   0.1602536536E+00   0.6824891867E+01
   0.5540E+01   -.1734830272E+00   0.2279282926E+00   0.6705707601E+01
   0.5550E+01   -.1708707671E+00   0.2942823441E+00   0.6560888117E+01
   0.5560E+01   -.1676026258E+00   0.3590630282E+00   0.6391163726E+01
   0.5570E+01   -.1636955688E+00   0.4220253380E+00   0.6197358150E+01
   0.5580E+01   -.1591689691E+00   0.4829329554E+00   0.5980384690E+01
   0.5590E+01   -.1540445157E+00   0.5415591257E+00   0.5741242074E+01
   0.5600E+01   -.1483461138E+00   0.5976874902E+00   0.5481009994E+01
   0.5610E+01   -.1420997771E+00   0.6511128724E+00   0.5200844350E+01
   0.5620E+01   -.1353335119E+00   0.7016420149E+00   0.4901972223E+01
   0.5630E+01   -.1280771946E+00   0.7490942652E+00   0.4585686607E+01
   0.5640E+01   -.1203624425E+00   0.7933022074E+00   0.4253340905E+01
   0.5650E+01   -.1122224784E+00   0.8341122379E+00   0.3906343225E+01
   0.5660E+01   -.1036919900E+00   0.8713850836E+00   0.3546150503E+01
   0.5670E+01   -.9480698400E-01   0.9049962595E+00   0.3174262459E+01
   0.5680E+01   -.8560463643E-01   0.9348364662E+00   0.2792215432E+01
   0.5690E+01   -.7612313892E-01   0.9608119245E+00   0.2401576109E+01
   0.5700E+01   -.6640154216E-01   0.9828446477E+00   0.2003935164E+01
   0.5710E+01   -.5647959684E-01   0.1000872649E+01   0.1600900858E+01
   0.5720E+01   -.4639759288E-01   0.1014850084E+01   0.1194092594E+01
   0.5730E+01   -.3619619757E-01   0.1024747335E+01   0.7851344834E+00
   0.5740E+01   -.2591629321E-01   0.1030551017E+01   0.3756489199E+00
   0.5750E+01   -.1559881490E-01   0.1032263937E+01   -.3274978760E-01
   0.5760E+01   -.5284589160E-02   0.1029904979E+01   -.4384617172E+00
   0.5770E+01   0.4985825967E-02   0.1023508926E+01   -.8399075383E+00
   0.5780E+01   0.1517229884E-01   0.1013126228E+01   -.1235534596E+01
   0.5790E+01   0.2523527943E-01   0.9988227015E+00   -.1623822853E+01
   0.5800E+01   0.3513595126E-01   0.9806791774E+00   -.2003290663E+01
   0.5810E+01   0.4483637952E-01   0.9587910874E+00   -.2372500364E+01
   0.5820E+01   0.5429965482E-01   0.9332679975E+00   -.2730063654E+01
   0.5830E+01   0.6349003196E-01   0.9042330883E+00   -.3074646747E+01
   0.5840E+01   0.7237306323E-01   0.8718225849E+00   -.3404975277E+01
   0.5850E+01   0.8091572587E-01   0.8361851399E+00   -.3719838942E+01
   0.5860E+01   0.8908654305E-01   0.7974811700E+00   -.4018095860E+01
   0.5870E+01   0.9685569797E-01   0.7558821516E+00   -.4298676639E+01
   0.5880E+01   0.1041951408E+00   0.7115698770E+00   -.4560588123E+01
   0.5890E+01   0.1110786881E+00   0.6647356743E+00   -.4802916828E+01
   0.5900E+01   0.1174821139E+00   0.6155795950E+00   -.5024832033E+01
   0.5910E+01   0.1233832328E+00   0.5643095724E+00   -.5225588532E+01
   0.5920E+01   0.1287619746E+00   0.5111405543E+00   -.5404529030E+01
   0.5930E+01   0.1336004502E+00   0.4562936132E+00   -.5561086176E+01
   0.5940E+01   0.1378830076E+00   0.3999950381E+00   -.5694784235E+01
   0.5950E+01   0.1415962804E+00   0.3424754119E+00   -.5805240383E+01
   0.5960E+01   0.1447292252E+00   0.2839686772E+00   -.5892165634E+01
   0.5970E+01   0.1472731513E+00   0.2247111948E+00   -.5955365386E+01
   0.5980E+01   0.1492217394E+00   0.1649407985E+00   -.5994739599E+01
   0.5990E+01   0.1505710521E+00   0.1048958506E+00   -.6010282592E+01
